id,price,sale_yr,sale_month,sale_day,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
6084600330,260000,2014,8,29,3,1.750000,1670,8511,1,0,0,3,7,1340,330,1985,0,98001,47.325700,-122.276000,1580,7218
7229800066,439950,2014,8,19,4,2.250000,2780,15075,2,0,0,3,7,2780,0,1985,0,98059,47.477000,-122.116000,1650,25542
1450100070,208000,2015,4,30,3,1.000000,990,7420,1,0,0,5,6,990,0,1960,0,98002,47.289800,-122.221000,1010,7420
1561600025,712500,2014,6,3,3,1.500000,1660,8797,1,0,0,4,7,1660,0,1956,0,98004,47.589200,-122.202000,2350,10053
263000050,730000,2014,10,31,3,2.500000,2160,8809,1,0,0,3,9,1540,620,2014,0,98103,47.699400,-122.349000,930,5420
4337600005,153000,2015,2,3,2,1.000000,710,9000,1,0,0,5,6,710,0,1943,0,98166,47.481100,-122.339000,1230,9000
2267000453,415000,2014,6,27,3,2.500000,1060,1536,2,0,0,3,8,1060,0,2000,0,98117,47.690700,-122.395000,1220,1316
7589700055,545000,2014,6,11,2,1.250000,1240,2150,2,0,0,3,8,1240,0,2014,0,98117,47.688400,-122.374000,1340,5289
6142100090,279000,2014,7,18,4,2.500000,1810,13000,1,0,0,4,8,1470,340,1977,0,98022,47.220200,-121.993000,1850,13000
7831800411,250000,2014,10,20,4,1.750000,1510,5500,1,0,0,3,7,1510,0,1920,0,98106,47.535000,-122.359000,1320,6431
8122600195,396675,2014,5,20,2,1.000000,1730,6375,2,0,0,4,6,1730,0,1945,0,98126,47.535700,-122.368000,1180,6250
9541600015,660000,2015,2,11,4,2.250000,2010,15375,1,0,0,4,8,2010,0,1957,0,98005,47.595600,-122.174000,1930,15375
254000075,368000,2014,5,19,2,1.500000,1660,4680,1,0,0,5,6,830,830,1908,0,98146,47.513400,-122.388000,1930,5400
4442800012,465000,2014,12,18,3,2.500000,1600,1311,3,0,0,3,8,1600,0,2005,0,98117,47.690300,-122.394000,1390,1321
5045700090,480000,2015,1,6,5,2.750000,2670,4780,2,0,0,3,8,2670,0,2013,0,98059,47.486600,-122.155000,2560,5380
1829300130,795000,2014,7,17,4,2.500000,3160,16564,2,0,0,3,10,3160,0,1987,0,98074,47.636500,-122.040000,3160,12415
2768301217,580000,2015,5,6,3,2.500000,1980,1873,2,0,0,3,7,1470,510,1996,0,98107,47.665900,-122.369000,1500,1873
4073800140,429000,2014,8,11,3,3.250000,2210,3600,2,0,0,3,8,1820,390,1995,0,98125,47.703100,-122.279000,2010,6690
2310030390,275000,2015,4,29,3,1.750000,1180,6260,1,0,0,4,8,1180,0,1993,0,98038,47.353100,-122.048000,1580,7272
9578080130,625000,2014,7,2,3,3.000000,1820,1641,3,0,0,3,8,1540,280,2006,0,98119,47.648200,-122.358000,1720,1501
2555900030,320000,2014,11,7,3,1.000000,1520,8870,1,0,0,4,7,1520,0,1951,0,98155,47.763800,-122.317000,1520,7800
2719100355,660000,2014,11,4,3,2.250000,2280,6150,2,0,2,3,8,2280,0,1984,0,98136,47.542300,-122.385000,1920,6150
6641800020,700000,2015,1,9,4,2.500000,3270,9650,1,0,3,4,9,2320,950,1971,0,98166,47.409000,-122.333000,2340,17357
6738700275,870000,2014,6,25,4,2.750000,2840,4000,1,0,0,5,8,1960,880,1912,0,98144,47.584600,-122.291000,2750,4000
3262300555,2458000,2014,7,8,4,5.250000,6500,14986,2,0,0,3,11,5180,1320,2001,0,98039,47.630400,-122.236000,2270,8119
1760650950,309000,2015,4,23,3,2.500000,1950,3825,2,0,0,3,7,1950,0,2013,0,98042,47.358800,-122.082000,1950,3825
1036400200,697000,2015,4,29,4,1.750000,1670,13125,1,0,0,5,8,1670,0,1973,0,98052,47.631500,-122.101000,2360,12500
34001304,480000,2015,4,10,5,2.250000,2240,5500,1,0,0,3,7,1490,750,1959,0,98136,47.530500,-122.391000,2010,6050
1137300340,674250,2014,11,21,4,2.500000,2780,35000,1,0,0,4,9,2780,0,1985,0,98072,47.738600,-122.091000,2740,35072
2349300060,200000,2015,2,12,4,2.000000,1920,4822,1,0,0,2,6,920,1000,1914,0,98136,47.550700,-122.381000,1120,4822
269000615,875000,2014,5,16,3,2.000000,2220,6641,1,0,2,4,7,1220,1000,1947,0,98199,47.642600,-122.388000,1800,5900
1523069128,625000,2015,3,31,5,2.750000,2910,85377,1,0,0,4,8,1510,1400,1966,0,98027,47.480000,-122.030000,2160,66120
6113400047,530000,2015,3,31,4,2.250000,2410,14985,1,0,1,4,7,1950,460,1965,0,98166,47.427800,-122.343000,2510,15256
4302700559,342000,2015,3,27,3,1.000000,1980,6450,1,0,0,4,6,1120,860,1950,0,98106,47.529100,-122.356000,1180,5160
6071400360,550000,2014,9,8,4,2.500000,2120,9163,1,0,0,4,8,1450,670,1961,0,98006,47.555100,-122.172000,2120,9166
3026059361,479000,2015,4,17,2,2.500000,1741,1439,2,0,0,3,8,1446,295,2007,0,98034,47.704300,-122.209000,2090,10454
8073900070,408000,2014,5,22,3,2.250000,1950,7221,1,0,0,4,8,1950,0,2006,0,98188,47.431000,-122.285000,2310,8125
7520000616,325000,2015,3,9,4,2.500000,2090,7434,1,0,0,3,7,1090,1000,1993,0,98146,47.496200,-122.349000,1260,8404
9523100026,748000,2014,7,23,4,2.500000,3170,4979,2,0,0,4,7,2570,600,1925,0,98103,47.665500,-122.340000,2060,5000
8732130140,285000,2014,12,22,4,2.250000,2150,8250,1,0,0,4,7,1240,910,1978,0,98023,47.304500,-122.378000,2050,7875
7211340030,300000,2015,4,28,3,1.000000,1010,10168,1,0,0,3,6,1010,0,1979,0,98014,47.645300,-121.912000,1180,10318
8078100140,374950,2015,3,23,4,2.500000,1980,12062,2,0,0,3,8,1980,0,1992,0,98031,47.403800,-122.167000,2300,7902
9558010230,330000,2014,5,9,4,2.500000,1940,3784,2,0,0,3,8,1940,0,2003,0,98058,47.451300,-122.119000,1940,4499
6149700350,343000,2014,10,16,2,1.000000,1230,7560,1,0,0,3,7,1230,0,1961,0,98133,47.729800,-122.340000,1270,7560
2525059172,664000,2014,11,25,6,2.500000,3190,12196,2,0,0,4,8,3190,0,1979,0,98052,47.630900,-122.103000,2790,13068
3421069020,314000,2014,10,20,3,1.750000,1350,217852,1,0,0,3,8,1100,250,1953,0,98022,47.262800,-122.030000,2190,217800
513000445,554950,2014,11,11,4,1.750000,1740,4816,1,0,0,5,7,870,870,1942,0,98116,47.575800,-122.382000,1210,5074
1498301672,467000,2015,3,30,5,2.000000,2080,4000,1,0,0,4,6,1040,1040,1909,0,98144,47.585800,-122.308000,1940,6000
7515000035,395350,2015,4,24,2,1.000000,1060,5754,1,0,0,4,6,1060,0,1917,0,98117,47.693100,-122.372000,1460,7200
8832900360,735000,2015,4,28,3,1.750000,2250,11520,1,0,1,3,8,2250,0,1956,0,98028,47.761900,-122.268000,2730,12445
4218400100,1865000,2014,9,11,6,2.750000,4460,6952,2,0,2,4,10,3460,1000,1930,0,98105,47.662600,-122.269000,2750,4769
2391602500,512500,2014,5,15,3,2.500000,1840,2875,2,0,0,4,7,1840,0,1997,0,98116,47.562000,-122.393000,1240,5750
7129301851,245000,2014,9,23,2,1.000000,1120,5650,1,0,1,3,6,720,400,1904,0,98118,47.515500,-122.255000,2160,6480
2426049125,488000,2014,11,14,4,2.250000,2500,10890,1,0,0,5,7,1800,700,1978,0,98034,47.731800,-122.239000,2500,7467
8944550100,455000,2014,7,23,4,2.500000,2090,4400,2,0,0,3,8,2090,0,2011,0,98118,47.540300,-122.286000,2090,3430
3867400130,810000,2014,7,9,4,1.750000,2000,3988,1,0,4,4,7,1000,1000,1958,0,98116,47.592500,-122.391000,1690,4144
1651800030,1650000,2014,8,29,4,2.250000,2920,20400,1,0,0,4,11,2920,0,1966,0,98004,47.623700,-122.228000,3080,20400
7715801040,465000,2015,2,21,3,2.000000,1430,7125,1,0,0,4,7,1430,0,1984,0,98074,47.625600,-122.059000,1570,8075
6064800730,330950,2015,1,29,3,2.500000,1630,2844,2,0,0,3,7,1630,0,2003,0,98118,47.541300,-122.288000,1610,2582
6338000592,565000,2014,8,20,3,1.750000,1540,4800,1,0,0,4,6,770,770,1925,0,98105,47.670000,-122.284000,1510,4080
1402600570,320000,2015,1,13,3,2.250000,1580,6561,1,0,0,3,8,1200,380,1981,0,98058,47.439400,-122.140000,1710,7241
7202360170,788600,2014,5,23,4,2.750000,3500,7200,2,0,0,3,9,3500,0,2005,0,98053,47.681800,-122.025000,3920,7666
9209900335,463000,2014,5,9,2,1.000000,1150,4400,1,0,0,4,7,1150,0,1905,0,98112,47.622600,-122.292000,1240,4400
7905200310,545000,2014,7,29,4,1.750000,1910,6731,1,0,0,4,7,1210,700,1953,0,98116,47.569300,-122.391000,1780,6350
1422700080,253000,2014,6,10,3,1.750000,2040,7281,1,0,0,3,7,1020,1020,1962,0,98188,47.468100,-122.282000,1740,7527
8856900310,535000,2015,2,3,4,2.250000,2810,12607,2,0,0,3,10,2810,0,1985,0,98058,47.458500,-122.130000,2810,17400
5379805885,240000,2014,5,21,2,1.750000,1330,7200,1,0,0,3,7,1330,0,1993,0,98188,47.446700,-122.281000,1450,11682
826069180,440000,2014,10,21,4,2.750000,2030,56192,1,0,0,3,8,1550,480,1979,0,98077,47.752000,-122.073000,2510,44866
5075400150,585000,2014,5,23,3,2.000000,1670,4572,1,0,0,3,8,1670,0,1931,0,98117,47.685400,-122.373000,1480,4890
2911000100,245000,2015,3,10,4,2.500000,1921,4888,2,0,0,3,7,1921,0,2009,0,98001,47.268900,-122.240000,1921,9140
7857000732,350000,2014,11,1,3,1.750000,2090,6258,1,0,0,3,7,1390,700,1956,0,98108,47.550300,-122.301000,1790,5793
7011201333,590000,2014,9,17,3,3.250000,1290,1230,2,0,2,3,9,1090,200,2008,0,98119,47.636700,-122.370000,1710,1797
7694200350,399963,2014,8,20,4,2.500000,2620,4050,2,0,0,3,8,2620,0,2014,0,98146,47.501700,-122.340000,2030,3944
7525100520,335000,2014,5,2,2,2.000000,1350,2560,1,0,0,3,8,1350,0,1976,0,98052,47.634400,-122.107000,1790,2560
9424400110,725000,2014,12,16,2,1.000000,2410,5930,2,0,0,3,9,1930,480,2007,0,98116,47.565700,-122.395000,1540,5892
9829200325,765000,2014,6,17,3,2.000000,1570,7000,2,0,2,4,8,1050,520,1971,0,98122,47.606100,-122.286000,1990,6675
8901001290,477000,2014,9,3,4,1.500000,1380,7800,1,0,0,3,7,1080,300,1928,0,98125,47.709300,-122.306000,1770,7503
923000580,614000,2015,2,23,4,2.750000,2760,8160,1,0,2,4,8,1780,980,1940,0,98177,47.724800,-122.365000,2720,8160
625100181,535000,2014,5,8,4,2.500000,2280,65836,2,0,0,3,8,2280,0,2004,0,98077,47.723700,-122.076000,2300,97574
9268850030,420000,2014,7,7,3,2.250000,1620,1075,3,0,0,3,8,1540,80,2009,0,98027,47.540500,-122.026000,1620,1237
3876300890,485000,2014,12,11,4,2.750000,2560,8956,1,0,0,4,7,1500,1060,1968,0,98034,47.727800,-122.177000,2280,9234
3438501320,295000,2014,5,2,2,2.500000,1630,1368,2,0,0,3,7,1280,350,2009,0,98106,47.548900,-122.363000,1590,2306
937000330,246500,2015,3,19,3,1.500000,1170,11530,1,0,0,3,7,1170,0,1960,0,98198,47.421100,-122.290000,1550,8605
3746700120,857326,2014,11,4,3,3.500000,3940,11632,2,0,0,3,10,3940,0,2014,0,98166,47.438000,-122.344000,2015,11632
5649600435,349950,2015,1,8,5,2.000000,1880,4179,1,0,0,3,7,940,940,1952,2000,98118,47.553600,-122.283000,1350,5150
2560800165,180500,2015,3,16,2,1.000000,850,5000,1,0,0,3,6,850,0,1976,0,98198,47.381700,-122.314000,1160,5000
1000102,280000,2014,9,16,6,3.000000,2400,9373,2,0,0,3,7,2400,0,1991,0,98002,47.326200,-122.214000,2060,7316
3330500875,381156,2014,12,26,2,1.000000,1320,3090,1,0,0,4,7,1320,0,1908,0,98118,47.551700,-122.276000,1270,4120
1139000069,320000,2014,11,18,3,1.500000,1240,1221,2,0,0,3,8,1050,190,2009,0,98133,47.707300,-122.356000,1180,887
5101405335,414900,2014,8,26,3,1.500000,1260,9570,1,0,0,3,7,870,390,1941,0,98115,47.700400,-122.305000,1620,7000
4215250030,475000,2014,8,19,4,2.500000,2120,57050,2,0,0,3,9,2120,0,1989,0,98072,47.761100,-122.128000,3320,39082
9522400350,500000,2014,10,8,4,2.250000,2490,23478,2,0,0,3,8,2490,0,1981,0,98072,47.754700,-122.094000,2030,12611
4403200255,796000,2014,7,22,4,3.500000,3670,4960,2,0,0,3,9,2870,800,2005,0,98177,47.702200,-122.374000,1520,6335
2225059240,935000,2014,10,28,5,2.500000,3150,35283,1,0,0,3,10,1800,1350,1975,0,98005,47.636800,-122.157000,3280,35283
2639400020,635000,2014,8,1,4,1.750000,2460,7560,2,0,0,4,8,2460,0,1952,0,98177,47.725600,-122.367000,2760,8918
8001470560,925900,2014,11,17,4,3.750000,3980,7828,2,0,0,3,10,3980,0,2001,0,98074,47.630300,-122.065000,3980,8910
751000020,290000,2014,6,26,2,1.000000,930,7740,1,0,0,3,6,930,0,1924,0,98125,47.709100,-122.292000,1250,7740
1438000190,549995,2014,9,11,4,3.500000,2660,5690,2,0,0,3,8,1920,740,2014,0,98059,47.477500,-122.122000,2970,5690
6300500515,350000,2014,8,18,3,1.000000,1020,4980,1,0,0,4,7,850,170,1941,0,98133,47.703900,-122.340000,970,4980
524059323,990400,2015,2,19,3,2.500000,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,47.598300,-122.200000,1820,4764
5126900100,150000,2014,9,23,2,1.000000,790,7275,1,0,0,4,6,790,0,1944,0,98058,47.477100,-122.174000,850,7399
2296700470,465000,2014,11,6,4,2.500000,2170,7700,1,0,0,3,7,1420,750,1969,0,98034,47.721600,-122.219000,1710,7770
1000102,300000,2015,4,22,6,3.000000,2400,9373,2,0,0,3,7,2400,0,1991,0,98002,47.326200,-122.214000,2060,7316
2600020100,975000,2014,9,30,4,2.500000,2720,10455,2,0,2,3,10,2500,220,1981,0,98006,47.556400,-122.158000,3240,12348
7202290650,620000,2014,12,30,4,2.500000,3040,9606,2,0,0,3,7,3040,0,2003,0,98053,47.688400,-122.044000,1690,3849
7533800325,1100000,2014,5,20,3,2.000000,2390,6888,2,0,1,5,8,2390,0,1939,0,98115,47.683900,-122.274000,2390,7920
4351300978,787888,2014,8,26,4,2.250000,2580,21115,2,0,0,4,9,2580,0,1977,0,98040,47.556600,-122.219000,2690,10165
9212900300,492000,2015,3,4,2,1.000000,950,6000,1,0,0,3,7,950,0,1942,0,98115,47.689700,-122.294000,1440,6000
9187200045,625000,2015,5,4,4,1.500000,2120,5000,2,0,0,4,8,2120,0,1900,0,98122,47.602400,-122.296000,1830,5000
4401200010,795000,2014,8,8,4,2.750000,3100,7501,2,0,0,3,10,3100,0,1998,0,98052,47.685900,-122.109000,3140,8672
1061400360,280000,2014,7,1,3,1.000000,1090,10710,1,0,0,4,7,1090,0,1962,0,98056,47.500000,-122.169000,1090,10440
461002050,450000,2014,8,26,2,1.000000,910,5000,1,0,0,4,6,910,0,1914,0,98117,47.683000,-122.374000,1480,5000
2306400010,500000,2014,10,17,2,1.000000,1120,3220,1,0,0,4,7,1120,0,1923,0,98103,47.658800,-122.344000,1440,3220
104550660,275000,2014,7,28,3,2.500000,1870,6821,2,0,0,3,7,1870,0,1989,0,98023,47.306500,-122.358000,1970,6821
6300500183,305000,2014,12,12,4,2.000000,1780,5043,1,0,0,3,7,870,910,1993,0,98133,47.704500,-122.342000,1350,5044
5634500234,554990,2015,5,13,3,2.500000,2100,6092,2,0,0,3,8,2100,0,2013,0,98028,47.750800,-122.239000,2250,8592
1972200555,610000,2014,7,14,3,1.750000,1630,1500,3,0,0,3,8,1630,0,2014,0,98103,47.653600,-122.354000,1570,1335
6788203060,690000,2014,10,10,3,2.750000,2480,3240,1,0,0,3,9,1890,590,1929,0,98112,47.639900,-122.311000,2160,3240
220069106,599950,2015,4,1,3,2.500000,1970,106722,1,0,4,3,9,1970,0,1985,0,98022,47.249800,-122.003000,2910,101494
3992700036,415000,2014,6,26,3,1.000000,1170,6700,1,0,0,3,8,1170,0,1957,0,98125,47.712200,-122.290000,2410,7620
723000226,1250000,2014,10,28,3,2.750000,2780,4815,3,0,2,3,10,2780,0,1974,0,98105,47.656900,-122.286000,2820,5000
2870000040,145000,2014,11,10,2,1.000000,800,8125,1,0,0,3,6,800,0,1964,0,98033,47.683600,-122.174000,2390,8125
4385700660,1085000,2014,8,7,3,1.500000,2560,4000,1,0,0,5,8,1660,900,1927,0,98112,47.638400,-122.279000,2560,4000
7625702615,400000,2015,1,14,2,1.000000,610,4560,1,0,0,3,5,610,0,1918,0,98136,47.549800,-122.383000,930,1392
7201600190,430000,2015,2,20,4,1.750000,1570,7650,1,0,0,3,7,1100,470,1975,0,98052,47.680100,-122.106000,1580,7650
6823100225,700000,2015,4,14,4,1.750000,1870,6000,1,0,0,5,8,1670,200,1949,0,98199,47.643500,-122.399000,1710,6000
3876540600,273000,2015,5,7,3,2.250000,1930,8192,1,0,0,3,7,1470,460,1984,0,98003,47.262400,-122.299000,1510,8192
7010701016,411000,2015,2,9,1,1.000000,1080,5000,1,0,0,3,7,1080,0,1948,0,98199,47.660300,-122.394000,1620,4000
5035300871,898000,2014,10,14,2,2.250000,2470,7658,1,0,0,4,8,1480,990,1954,0,98199,47.653000,-122.416000,2070,7270
3131201310,525000,2014,9,30,5,1.000000,1280,3876,1,0,0,3,7,1280,0,1923,0,98105,47.660500,-122.324000,1420,3825
240000130,706000,2014,10,13,4,2.500000,3280,16575,1,0,0,3,9,2190,1090,1972,0,98188,47.426000,-122.285000,1570,13209
114101505,630000,2015,4,23,5,3.500000,4060,8309,2,0,0,3,9,2960,1100,2001,0,98028,47.757000,-122.228000,1730,11711
4006000281,227000,2014,7,29,3,1.750000,2380,12681,1,0,0,1,6,1380,1000,1918,0,98118,47.529400,-122.279000,1720,6377
1525069095,925000,2014,6,19,4,2.500000,3280,209088,2,0,0,3,10,3280,0,1994,0,98053,47.655300,-122.023000,2460,39498
2222059052,370950,2015,2,27,3,2.500000,2529,9653,2,0,0,3,7,2529,0,2012,0,98042,47.373800,-122.161000,2533,6125
425200145,265000,2014,7,3,3,1.000000,1020,8610,1,0,0,5,7,1020,0,1959,0,98056,47.497400,-122.169000,1070,5940
8731990440,299900,2015,3,10,4,2.750000,2330,7200,1,0,0,4,8,1560,770,1977,0,98023,47.320300,-122.385000,2350,7600
5126300960,442250,2015,1,27,3,2.500000,2170,8169,2,0,0,3,8,2170,0,2003,0,98059,47.483300,-122.139000,2240,6733
8731800840,265000,2014,6,19,3,1.750000,1840,7300,1,0,0,3,8,1840,0,1966,0,98023,47.312200,-122.369000,1920,8010
7613700950,1240000,2014,6,10,5,3.000000,2830,7500,2,0,0,3,9,2460,370,1923,0,98105,47.657900,-122.277000,2900,5000
1775500362,625000,2014,10,13,4,2.500000,2601,34335,2,0,0,3,9,2601,0,1995,0,98072,47.742000,-122.087000,2080,32336
7967950040,485000,2015,4,16,4,2.500000,3710,15935,1,0,0,3,10,2130,1580,2005,0,98001,47.352800,-122.267000,3674,17913
414100280,336000,2015,4,14,2,1.000000,1180,7200,1,0,0,4,6,1180,0,1949,0,98133,47.747500,-122.342000,1180,7200
3585900785,930000,2014,5,14,3,2.500000,3100,20553,1,0,0,3,10,3100,0,1954,0,98177,47.763500,-122.377000,3000,22302
5101404351,550000,2014,7,2,4,2.750000,2160,5005,1,0,0,3,7,1430,730,1987,0,98115,47.697100,-122.302000,1770,5326
4100500070,1710000,2014,5,27,5,4.500000,4590,14685,2,0,0,3,10,4590,0,2009,0,98033,47.664000,-122.200000,3030,9486
985001015,135000,2014,6,4,1,1.000000,790,13062,1,0,0,3,6,790,0,1942,0,98168,47.491900,-122.311000,1240,7137
6392002550,970000,2014,10,22,3,2.250000,3400,10000,2,0,0,3,10,3400,0,1983,0,98115,47.684600,-122.284000,1860,5100
4217400305,1295000,2015,3,31,4,2.500000,3070,4000,2,0,0,4,8,2070,1000,1940,0,98105,47.659000,-122.281000,2560,4000
1796000120,510000,2014,10,23,4,2.000000,2990,102366,1,0,0,4,8,2990,0,1974,0,98092,47.306800,-122.088000,2820,57140
3449000200,360000,2015,5,8,4,1.750000,2010,12188,1,0,0,4,7,1150,860,1960,0,98059,47.501300,-122.147000,1720,8475
7234600796,495000,2014,11,26,2,1.750000,1850,2530,2,0,0,4,7,1850,0,1903,0,98122,47.610600,-122.310000,1500,1795
3126049052,551000,2015,3,18,4,1.750000,2040,6348,1,0,0,3,7,1020,1020,1962,0,98103,47.696400,-122.336000,1770,5047
7751800070,583000,2014,8,4,3,1.500000,1800,10050,1,0,0,3,7,1800,0,1955,0,98008,47.634400,-122.126000,1610,10050
3754500566,749950,2014,11,20,4,2.500000,2370,2971,2,0,2,3,9,2080,290,2008,0,98034,47.706400,-122.224000,2970,7500
7986400305,754300,2015,4,24,5,2.750000,1800,4500,2,0,0,4,7,1680,120,1939,0,98107,47.664800,-122.358000,1730,4500
5245400030,255000,2015,2,23,4,1.000000,1250,9102,1,0,0,3,7,1250,0,1955,0,98148,47.425800,-122.327000,1260,9180
3996900295,358000,2014,12,14,2,1.000000,1140,8340,1,0,0,3,7,1140,0,1948,0,98155,47.744800,-122.300000,1030,8149
3022079094,675000,2014,10,6,4,2.500000,3320,244807,2,0,0,3,9,3320,0,2001,0,98010,47.363700,-121.955000,2530,217800
7856400410,1100000,2014,7,29,4,2.250000,3310,8540,1,0,4,4,9,1660,1650,1973,0,98006,47.560300,-122.158000,3450,9566
7568700740,430000,2014,5,21,3,2.750000,2550,11160,2,0,0,3,8,2550,0,1994,0,98155,47.735100,-122.323000,1020,7440
8562710640,909500,2015,2,11,4,4.000000,4420,5940,2,0,0,3,10,3410,1010,2006,0,98027,47.539700,-122.072000,4510,5797
7549801565,311000,2014,12,19,3,2.000000,1190,7840,1,0,0,4,6,1190,0,1918,0,98108,47.553100,-122.312000,1460,3240
3750603492,185000,2014,7,15,3,1.000000,1510,17040,1,0,0,4,6,1510,0,1975,0,98001,47.264900,-122.285000,1520,14000
2832100270,306888,2015,5,7,4,1.500000,1940,8970,1,0,0,3,7,1270,670,1980,0,98125,47.729700,-122.326000,1960,8470
7202340860,561000,2015,3,18,3,2.500000,2120,5277,2,0,0,3,7,2120,0,2005,0,98053,47.681100,-122.034000,2370,5257
5250300035,910000,2014,10,8,4,1.500000,2890,9000,2,0,4,3,8,2090,800,1939,0,98118,47.568200,-122.274000,2550,8400
4047200950,265000,2014,6,9,2,1.000000,1000,31505,1,0,0,3,6,1000,0,1960,0,98019,47.765900,-121.899000,1560,22597
7560000070,710000,2014,6,10,3,3.500000,2440,3427,2,0,0,3,7,1990,450,2000,0,98005,47.589000,-122.165000,2440,2601
2724079090,1650000,2015,1,5,4,3.250000,3920,881654,3,0,3,3,11,3920,0,2002,0,98024,47.538500,-121.896000,2970,112384
251200200,464900,2014,6,27,4,2.250000,2020,8424,1,0,0,4,7,1380,640,1979,0,98034,47.726200,-122.233000,2030,7236
5505700055,345000,2014,7,30,5,3.000000,2080,6150,1,0,0,3,7,1040,1040,1950,0,98116,47.570700,-122.394000,1420,6150
7766200013,775000,2014,8,11,4,2.250000,4220,24186,1,0,0,3,8,2600,1620,1984,0,98166,47.445000,-122.347000,2410,30617
3438500714,325000,2014,5,6,4,2.500000,1890,6156,1,0,0,3,7,980,910,1980,0,98106,47.551000,-122.356000,1590,6954
6021503706,329900,2014,10,14,2,2.500000,980,1021,3,0,0,3,8,980,0,2008,0,98117,47.684400,-122.387000,980,1023
6751500185,795000,2015,4,21,5,3.000000,2750,10000,1,0,0,4,7,1730,1020,1957,0,98008,47.587800,-122.130000,2520,10000
324059112,675500,2015,3,25,4,2.750000,2060,21344,1,0,0,2,8,1460,600,1978,0,98005,47.593400,-122.154000,2060,16088
9834201145,635000,2015,2,22,4,2.500000,2880,3091,2,0,0,3,9,1940,940,2014,0,98144,47.571100,-122.286000,1560,4080
5416500090,269000,2014,7,24,3,2.500000,1440,3800,2,0,0,3,7,1440,0,2005,0,98038,47.360600,-122.039000,1890,3819
1180003175,229950,2015,4,10,2,1.000000,850,6000,1,0,0,3,6,850,0,1924,0,98178,47.497200,-122.224000,1100,6000
6380500135,326100,2014,5,27,2,1.000000,880,7683,1,0,0,3,6,880,0,1942,0,98177,47.714500,-122.361000,1370,7695
5647000060,344950,2014,12,11,3,2.000000,1330,7419,1,0,0,3,7,1330,0,1985,0,98034,47.732200,-122.236000,1330,7297
255520150,539000,2014,9,2,3,2.500000,2830,9972,2,0,0,3,9,2830,0,2006,0,98019,47.738200,-121.975000,3557,9159
4299700095,254000,2014,5,16,4,2.000000,1510,4235,1,0,0,3,7,1510,0,1955,0,98108,47.546000,-122.293000,1510,4268
5315100806,940000,2014,9,15,4,3.000000,2720,11740,1,0,0,5,9,2720,0,1957,0,98040,47.583300,-122.242000,2640,11740
1604600660,350000,2014,5,12,2,1.000000,910,4500,1,0,0,4,7,910,0,1906,0,98118,47.563300,-122.289000,1270,3500
3179101050,672324,2014,8,4,2,1.750000,1600,5795,1,0,0,3,8,1600,0,1940,0,98105,47.670900,-122.276000,2310,6301
2212200090,215000,2015,2,9,3,1.000000,1610,7140,1,0,0,3,7,1080,530,1976,0,98031,47.394300,-122.189000,1800,7600
